sample_id,track_c_status,same_plan_success,replan_R3_success,same_plan_execution_status,replan_R3_execution_status,attribution,case_dir
CommenSence/select_nth_largest_poker/example28,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example28
CommenSence/select_nth_largest_poker/example30,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example30
CommenSence/select_nth_largest_poker/example31,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example31
CommenSence/select_nth_largest_poker/example37,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example37
CommenSence/select_nth_largest_poker/example40,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example40
CommenSence/select_nth_largest_poker/example43,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example43
CommenSence/select_nth_largest_poker/example46,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example46
CommenSence/select_nth_largest_poker/example48,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example48
CommenSence/select_nth_largest_poker/example49,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example49
CommenSence/select_nth_largest_poker/example50,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example50
CommenSence/select_nth_largest_poker/example52,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example52
CommenSence/select_nth_largest_poker/example54,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example54
CommenSence/select_nth_largest_poker/example55,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example55
CommenSence/select_nth_largest_poker/example56,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example56
CommenSence/select_nth_largest_poker/example57,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example57
CommenSence/select_nth_largest_poker/example58,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example58
CommenSence/select_nth_largest_poker/example63,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example63
CommenSence/select_nth_largest_poker/example65,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example65
CommenSence/select_nth_largest_poker/example66,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example66
CommenSence/select_nth_largest_poker/example68,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example68
CommenSence/select_nth_largest_poker/example70,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example70
CommenSence/select_nth_largest_poker/example71,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example71
CommenSence/select_nth_largest_poker/example72,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example72
CommenSence/select_nth_largest_poker/example73,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example73
CommenSence/select_nth_largest_poker/example75,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example75
CommenSence/select_nth_largest_poker/example76,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example76
CommenSence/select_nth_largest_poker/example80,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example80
CommenSence/select_nth_largest_poker/example82,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example82
CommenSence/select_nth_largest_poker/example83,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example83
CommenSence/select_nth_largest_poker/example84,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example84
CommenSence/select_nth_largest_poker/example85,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example85
CommenSence/select_nth_largest_poker/example92,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example92
CommenSence/select_nth_largest_poker/example93,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example93
CommenSence/select_nth_largest_poker/example95,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example95
CommenSence/select_nth_largest_poker/example96,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example96
CommenSence/select_nth_largest_poker/example97,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_nth_largest_poker\example97
CommenSence/select_toy_common_sense/example5,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_toy_common_sense\example5
CommenSence/select_toy_common_sense/example13,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_toy_common_sense\example13
CommenSence/select_toy_common_sense/example65,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_toy_common_sense\example65
CommenSence/select_toy_common_sense/example86,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_toy_common_sense\example86
CommenSence/select_toy_common_sense/example93,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_toy_common_sense\example93
M&T/add_condiment/example54,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\add_condiment\example54
M&T/insert_flower/example1,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example1
M&T/insert_flower/example14,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example14
M&T/insert_flower/example24,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example24
M&T/insert_flower/example33,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example33
M&T/insert_flower/example45,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example45
M&T/insert_flower/example50,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example50
M&T/insert_flower/example51,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example51
M&T/insert_flower/example63,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example63
M&T/insert_flower/example64,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example64
M&T/insert_flower/example69,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example69
M&T/insert_flower/example80,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example80
M&T/insert_flower/example82,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example82
M&T/insert_flower/example84,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example84
M&T/insert_flower/example86,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example86
M&T/insert_flower/example93,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\insert_flower\example93
M&T/select_billiards/example0,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example0
M&T/select_billiards/example1,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example1
M&T/select_billiards/example2,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example2
M&T/select_billiards/example3,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example3
M&T/select_billiards/example4,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example4
M&T/select_billiards/example5,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example5
M&T/select_billiards/example6,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example6
M&T/select_billiards/example7,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example7
M&T/select_billiards/example8,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example8
M&T/select_billiards/example9,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example9
M&T/select_billiards/example15,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example15
M&T/select_billiards/example17,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example17
M&T/select_billiards/example18,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example18
M&T/select_billiards/example19,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example19
M&T/select_billiards/example20,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example20
M&T/select_billiards/example22,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example22
M&T/select_billiards/example24,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example24
M&T/select_billiards/example25,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example25
M&T/select_billiards/example26,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example26
M&T/select_billiards/example27,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example27
M&T/select_billiards/example31,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example31
M&T/select_billiards/example32,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example32
M&T/select_billiards/example35,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example35
M&T/select_billiards/example36,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example36
M&T/select_billiards/example38,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example38
M&T/select_billiards/example39,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example39
M&T/select_billiards/example43,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example43
M&T/select_billiards/example44,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example44
M&T/select_billiards/example48,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example48
M&T/select_billiards/example51,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example51
M&T/select_billiards/example50,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example50
M&T/select_billiards/example52,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example52
M&T/select_billiards/example54,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example54
M&T/select_billiards/example55,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example55
M&T/select_billiards/example57,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example57
M&T/select_billiards/example59,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example59
M&T/select_billiards/example60,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example60
M&T/select_billiards/example61,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example61
M&T/select_billiards/example63,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example63
M&T/select_billiards/example65,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example65
M&T/select_billiards/example66,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example66
M&T/select_billiards/example67,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example67
M&T/select_billiards/example68,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example68
M&T/select_billiards/example69,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example69
M&T/select_billiards/example71,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example71
M&T/select_billiards/example72,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example72
M&T/select_billiards/example73,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example73
M&T/select_billiards/example76,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example76
M&T/select_billiards/example77,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example77
M&T/select_billiards/example78,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example78
M&T/select_billiards/example81,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example81
M&T/select_billiards/example83,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example83
M&T/select_billiards/example85,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example85
M&T/select_billiards/example86,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example86
M&T/select_billiards/example88,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example88
M&T/select_billiards/example89,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example89
M&T/select_billiards/example90,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example90
M&T/select_billiards/example91,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example91
M&T/select_billiards/example93,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example93
M&T/select_billiards/example95,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example95
M&T/select_billiards/example96,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example96
M&T/select_billiards/example97,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_billiards\example97
M&T/select_book/example1,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example1
M&T/select_book/example3,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example3
M&T/select_book/example5,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example5
M&T/select_book/example10,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example10
M&T/select_book/example11,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example11
M&T/select_book/example12,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example12
M&T/select_book/example15,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example15
M&T/select_book/example17,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example17
M&T/select_book/example28,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example28
M&T/select_book/example30,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example30
M&T/select_book/example35,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example35
M&T/select_book/example37,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example37
M&T/select_book/example42,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example42
M&T/select_book/example45,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example45
M&T/select_book/example46,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example46
M&T/select_book/example56,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example56
M&T/select_book/example59,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example59
M&T/select_book/example61,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example61
M&T/select_book/example65,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example65
M&T/select_book/example73,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example73
M&T/select_book/example77,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example77
M&T/select_book/example78,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example78
M&T/select_book/example79,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example79
M&T/select_book/example80,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example80
M&T/select_book/example83,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example83
M&T/select_book/example90,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example90
M&T/select_book/example94,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example94
M&T/select_book/example96,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example96
M&T/select_book/example97,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example97
M&T/select_book/example99,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_book\example99
M&T/select_chemistry_tube/example0,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_chemistry_tube\example0
M&T/select_chemistry_tube/example7,C1_qwen_guided_condition_failure,False,False,,,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\M&T\select_chemistry_tube\example7
